Date,units,demand,epidemic,promotion,discount,price,competitor_price,weather_Cloudy,weather_Rainy,weather_Snowy,weather_Sunny
2022-04-14,9226,10815,False,0.2,7.6,70.1566,73.0385,0.2,0.4,0.0,0.4
2022-04-15,9632,11805,False,0.3,9.05,71.1551,71.2892,0.0,0.2,0.0,0.8
2022-04-16,8750,10107,False,0.35,9.55,68.05680000000001,68.3166,0.2,0.6,0.0,0.2
2022-04-17,10089,11537,False,0.35,9.55,70.1443,71.7886,0.6,0.0,0.0,0.4
2022-04-18,10083,11676,False,0.3,8.3,69.9401,72.9034,0.8,0.0,0.0,0.2
2022-04-19,10136,12301,False,0.5,11.7,69.4499,71.5342,0.4,0.2,0.0,0.4
2022-04-20,10467,12362,False,0.3,9.45,72.0227,74.2331,0.2,0.2,0.0,0.6
2022-04-21,8888,10197,False,0.4,10.15,67.003,68.16149999999999,0.0,1.0,0.0,0.0
2022-04-22,8656,10163,False,0.15,6.25,69.31689999999999,70.4282,0.0,0.8,0.0,0.2
2022-04-23,6010,6686,True,0.2,7.8,61.431999999999995,62.5009,0.2,0.0,0.0,0.8
2022-04-24,6398,7357,True,0.45,11.2,59.1958,61.6045,0.0,0.6,0.0,0.4
2022-04-25,6842,7732,True,0.4,10.55,61.10189999999999,61.9257,0.0,0.2,0.0,0.8
2022-04-26,5602,6201,True,0.2,6.95,59.804300000000005,61.9534,0.2,0.8,0.0,0.0
2022-04-27,5782,6825,True,0.3,9.1,60.6087,60.7992,0.2,0.4,0.0,0.4
2022-04-28,5854,6834,True,0.4,9.8,59.741800000000005,60.210100000000004,0.6,0.2,0.0,0.2
2022-04-29,5578,6294,True,0.0,4.9,61.8784,62.7983,0.0,0.4,0.0,0.6
2022-04-30,5310,6009,True,0.0,4.25,61.24100000000001,62.203,0.0,0.4,0.0,0.6
2022-05-01,6289,6875,True,0.5,11.1,58.626599999999996,60.145900000000005,0.4,0.2,0.0,0.4
2022-05-02,5816,6819,True,0.25,7.55,61.2112,63.4095,0.0,0.6,0.0,0.4
2022-05-03,5941,6818,True,0.2,7.55,61.256099999999996,63.6514,0.2,0.2,0.0,0.6
2022-05-04,5765,6766,True,0.35,10.4,59.3479,59.8472,0.6,0.2,0.0,0.2
2022-05-05,6417,7077,True,0.2,7.9,61.525299999999994,62.5929,0.4,0.4,0.0,0.2
2022-05-06,6393,7419,True,0.45,10.35,60.3106,61.03229999999999,0.0,0.4,0.0,0.6
2022-05-07,6278,6856,True,0.25,8.2,61.2254,61.9828,0.2,0.4,0.0,0.4
2022-05-08,5980,7269,True,0.3,8.5,61.378499999999995,62.9014,0.4,0.4,0.0,0.2
2022-05-09,5833,6669,True,0.2,7.7,60.7041,61.1456,0.8,0.0,0.0,0.2
2022-05-10,6205,7088,True,0.3,9.3,60.1828,60.2461,0.0,0.4,0.0,0.6
2022-05-11,5906,6982,True,0.3,8.15,61.126099999999994,63.0521,0.8,0.0,0.0,0.2
2022-05-12,5649,6443,True,0.35,9.15,59.116800000000005,59.677,0.4,0.6,0.0,0.0
2022-05-13,5765,6694,True,0.35,8.65,59.79559999999999,61.9538,0.0,0.4,0.0,0.6
2022-05-14,6192,7077,True,0.45,10.65,59.703599999999994,61.0463,0.4,0.6,0.0,0.0
2022-05-15,5998,7169,True,0.45,10.1,60.3187,61.71810000000001,0.6,0.0,0.0,0.4
2022-05-16,6130,6924,True,0.3,9.35,60.5234,61.4305,0.2,0.4,0.0,0.4
2022-05-17,6411,7295,True,0.4,9.7,60.5336,61.4675,0.2,0.2,0.0,0.6
2022-05-18,5242,6297,True,0.4,9.7,58.1764,59.9512,0.8,0.2,0.0,0.0
2022-05-19,6075,7137,True,0.45,10.2,60.2642,60.8829,0.6,0.4,0.0,0.0
2022-05-20,6745,7658,True,0.55,12.2,58.9966,61.0028,0.6,0.2,0.0,0.2
2022-05-21,6038,6776,True,0.4,9.1,60.491899999999994,63.583800000000004,0.4,0.4,0.0,0.2
2022-05-22,5981,7083,True,0.2,8.05,61.482,62.2812,0.4,0.0,0.0,0.6
2022-05-23,5471,6715,True,0.35,8.85,60.412600000000005,62.177699999999994,0.4,0.6,0.0,0.0
2022-05-24,6095,6729,True,0.35,9.1,60.743599999999994,62.2389,0.4,0.6,0.0,0.0
2022-05-25,6510,7250,True,0.5,10.85,61.0719,61.1784,0.6,0.0,0.0,0.4
2022-05-26,8697,10744,False,0.4,10.75,67.8221,68.2749,0.0,0.6,0.0,0.4
2022-05-27,9571,12001,False,0.5,11.7,68.8043,70.2454,0.8,0.0,0.0,0.2
2022-05-28,9424,11180,False,0.3,9.6,68.15690000000001,69.0339,0.4,0.2,0.0,0.4
2022-05-29,8845,10770,False,0.0,4.65,71.68,74.6728,0.6,0.0,0.0,0.4
2022-05-30,9196,10253,False,0.0,5.3,70.2275,71.2253,0.6,0.2,0.0,0.2
2022-05-31,9091,10279,False,0.0,4.7,71.33239999999999,73.8265,0.8,0.2,0.0,0.0
2022-06-01,9544,11408,False,0.5,11.45,67.6024,70.9372,0.4,0.6,0.0,0.0
2022-06-02,10039,11872,False,0.25,8.5,71.6537,72.1711,0.4,0.2,0.0,0.4
2022-06-03,9818,12073,False,0.3,9.1,72.9471,73.6454,0.2,0.2,0.0,0.6
2022-06-04,9170,11415,False,0.35,8.6,70.605,71.2424,0.4,0.4,0.0,0.2
2022-06-05,9145,11067,False,0.2,6.8,70.9554,72.5622,0.6,0.4,0.0,0.0
2022-06-06,9561,10831,False,0.25,9.3,67.437,68.24510000000001,0.2,0.8,0.0,0.0
2022-06-07,8889,9906,False,0.2,7.5,68.51010000000001,69.421,0.0,1.0,0.0,0.0
2022-06-08,10667,12552,False,0.45,10.4,70.7655,72.8488,0.2,0.4,0.0,0.4
2022-06-09,9669,11729,False,0.35,9.95,69.0855,69.803,0.8,0.2,0.0,0.0
2022-06-10,9891,11905,False,0.35,8.9,70.5667,71.8325,0.4,0.4,0.0,0.2
2022-06-11,11391,13048,False,0.3,8.6,71.86189999999999,73.9427,0.0,0.2,0.0,0.8
2022-06-12,10883,12724,False,0.3,8.55,72.1155,74.7312,0.4,0.2,0.0,0.4
2022-06-13,9602,11706,False,0.35,10.05,69.5466,70.6734,0.2,0.6,0.0,0.2
2022-06-14,10181,12055,False,0.2,8.3,70.6241,72.7034,0.0,0.4,0.0,0.6
2022-06-15,10798,12542,False,0.55,12.05,68.6825,71.1415,0.2,0.6,0.0,0.2
2022-06-16,9928,11116,False,0.45,9.45,67.6487,68.8563,0.2,0.8,0.0,0.0
2022-06-17,10361,12536,False,0.3,8.7,72.18270000000001,73.4774,0.2,0.4,0.0,0.4
2022-06-18,9321,10856,False,0.45,11.65,66.28529999999999,70.0779,0.6,0.4,0.0,0.0
2022-06-19,10430,12114,False,0.45,10.45,69.063,73.0866,0.6,0.4,0.0,0.0
2022-06-20,10095,12511,False,0.5,11.6,68.4406,69.7472,1.0,0.0,0.0,0.0
2022-06-21,10644,12745,False,0.3,8.55,72.45779999999999,74.4993,0.6,0.0,0.0,0.4
2022-06-22,10749,12555,False,0.5,11.25,70.4931,73.4145,0.4,0.2,0.0,0.4
2022-06-23,9380,10832,False,0.3,9.1,68.4129,68.5256,0.2,0.6,0.0,0.2
2022-06-24,10006,11949,False,0.35,9.0,70.8709,72.0321,0.0,0.4,0.0,0.6
2022-06-25,10248,12097,False,0.35,9.5,71.0842,70.7937,0.6,0.4,0.0,0.0
2022-06-26,11178,13349,False,0.6,12.45,71.36930000000001,74.7375,0.2,0.2,0.0,0.6
2022-06-27,9709,11636,False,0.25,7.75,70.7517,74.41149999999999,0.2,0.4,0.0,0.4
2022-06-28,10510,11950,False,0.3,8.85,71.0188,72.4282,0.6,0.0,0.0,0.4
2022-06-29,5461,6338,True,0.0,5.3,61.453199999999995,63.5845,0.4,0.4,0.0,0.2
2022-06-30,5548,6308,True,0.0,4.55,61.943999999999996,62.9965,0.0,0.8,0.0,0.2
2022-07-01,5774,6760,True,0.25,8.25,60.7544,62.2117,0.4,0.4,0.0,0.2
2022-07-02,5552,6408,True,0.35,8.7,59.3637,62.13399999999999,0.2,0.8,0.0,0.0
2022-07-03,6701,7698,True,0.35,9.4,61.9495,64.1065,0.2,0.2,0.0,0.6
2022-07-04,6950,7834,True,0.25,8.2,62.6105,63.9646,0.2,0.2,0.0,0.6
2022-07-05,5841,7014,True,0.45,10.15,59.965,62.5194,0.2,0.6,0.0,0.2
2022-07-06,6479,7516,True,0.3,8.35,62.1812,63.364,0.0,0.8,0.0,0.2
2022-07-07,6788,7819,True,0.35,9.45,62.4571,64.4562,0.4,0.2,0.0,0.4
2022-07-08,6774,7804,True,0.25,8.25,63.1203,62.48609999999999,0.4,0.0,0.0,0.6
2022-07-09,6095,7485,True,0.45,11.35,60.867200000000004,62.05350000000001,0.4,0.6,0.0,0.0
2022-07-10,6661,7656,True,0.3,8.4,62.304899999999996,63.6975,0.8,0.0,0.0,0.2
2022-07-11,6257,7186,True,0.4,10.4,60.076,61.665,0.6,0.2,0.0,0.2
2022-07-12,6271,7348,True,0.25,8.0,61.6436,64.0598,0.4,0.2,0.0,0.4
2022-07-13,6716,7672,True,0.3,7.8,62.6661,65.225,0.0,0.2,0.0,0.8
2022-07-14,6465,7304,True,0.4,9.95,60.3771,61.6759,0.6,0.2,0.0,0.2
2022-07-15,6380,7261,True,0.4,10.7,59.1826,59.8038,0.2,0.6,0.0,0.2
2022-07-16,6267,7406,True,0.3,9.1,61.9115,63.580799999999996,0.4,0.2,0.0,0.4
2022-07-17,6510,7834,True,0.4,9.85,61.251999999999995,62.5672,0.6,0.2,0.0,0.2
2022-07-18,6005,6716,True,0.1,6.55,62.4155,64.7621,0.4,0.4,0.0,0.2
2022-07-19,6180,7024,True,0.25,8.95,60.95270000000001,60.6888,0.4,0.6,0.0,0.0
2022-07-20,6208,6911,True,0.25,8.35,60.5678,62.010799999999996,0.0,0.8,0.0,0.2
2022-07-21,5975,6806,True,0.3,8.75,59.3706,59.8876,0.4,0.6,0.0,0.0
2022-07-22,6660,7803,True,0.55,11.3,60.7448,64.1871,0.4,0.2,0.0,0.4
2022-07-23,7466,8630,True,0.55,11.6,62.6435,64.84989999999999,0.2,0.0,0.0,0.8
2022-07-24,5703,7046,True,0.5,11.25,58.819700000000005,59.471000000000004,0.2,0.8,0.0,0.0
2022-07-25,9478,11443,False,0.45,10.9,68.4345,69.6865,0.2,0.6,0.0,0.2
2022-07-26,10501,13772,False,0.5,11.25,71.9707,72.4765,0.0,0.2,0.0,0.8
2022-07-27,9476,12475,False,0.5,10.95,69.9562,73.1566,0.4,0.6,0.0,0.0
2022-07-28,9709,12347,False,0.3,9.7,70.8624,74.3951,0.0,0.2,0.0,0.8
2022-07-29,8366,9962,False,0.0,4.3,69.9607,72.881,0.2,0.8,0.0,0.0
2022-07-30,9827,11425,False,0.0,5.25,72.5939,75.4665,0.2,0.4,0.0,0.4
2022-07-31,10122,11371,False,0.0,4.3,73.7812,75.61359999999999,0.2,0.2,0.0,0.6
2022-08-01,9543,11018,False,0.2,7.8,70.1074,72.0614,0.0,0.6,0.0,0.4
2022-08-02,9997,11890,False,0.5,11.8,67.7347,69.79769999999999,0.4,0.4,0.0,0.2
2022-08-03,10465,12460,False,0.4,9.7,71.6751,72.4268,0.4,0.2,0.0,0.4
2022-08-04,10541,12061,False,0.4,9.15,69.9879,71.8852,0.2,0.4,0.0,0.4
2022-08-05,10100,11758,False,0.35,9.2,70.8894,71.3801,0.8,0.2,0.0,0.0
2022-08-06,10198,12528,False,0.25,8.4,73.4779,74.9193,0.2,0.2,0.0,0.6
2022-08-07,10271,12199,False,0.4,11.1,69.3179,71.4835,0.6,0.4,0.0,0.0
2022-08-08,9864,11325,False,0.4,10.15,69.4034,69.8208,0.2,0.8,0.0,0.0
2022-08-09,11119,12839,False,0.4,9.1,71.7073,74.41109999999999,0.0,0.4,0.0,0.6
2022-08-10,9437,11145,False,0.35,9.35,68.722,69.8918,0.2,0.6,0.0,0.2
2022-08-11,9843,11421,False,0.25,8.15,69.9504,72.3352,0.8,0.2,0.0,0.0
2022-08-12,9735,11440,False,0.3,8.45,69.7743,71.36149999999999,0.6,0.2,0.0,0.2
2022-08-13,9875,11353,False,0.3,9.6,70.1041,70.1752,0.6,0.4,0.0,0.0
2022-08-14,10129,12114,False,0.35,9.65,70.7012,72.3004,0.2,0.2,0.0,0.6
2022-08-15,10490,11844,False,0.35,9.55,70.4804,72.1675,0.6,0.4,0.0,0.0
2022-08-16,10647,12029,False,0.45,11.2,69.4276,70.9078,0.4,0.4,0.0,0.2
2022-08-17,10456,12606,False,0.3,8.85,71.1329,73.7915,0.8,0.0,0.0,0.2
2022-08-18,10261,12655,False,0.35,10.0,70.82350000000001,74.5145,0.0,0.2,0.0,0.8
2022-08-19,9393,10975,False,0.4,10.25,68.3183,71.0561,0.4,0.6,0.0,0.0
2022-08-20,10093,12221,False,0.35,9.05,71.29270000000001,74.26140000000001,0.4,0.4,0.0,0.2
2022-08-21,10332,12185,False,0.35,9.7,69.93130000000001,71.1253,0.4,0.2,0.0,0.4
2022-08-22,10836,12012,False,0.3,8.25,71.2641,75.389,0.0,0.6,0.0,0.4
2022-08-23,10428,12313,False,0.25,7.75,72.8082,75.0237,0.6,0.0,0.0,0.4
2022-08-24,9829,11611,False,0.35,9.25,69.9365,71.3022,0.4,0.4,0.0,0.2
2022-08-25,11555,13494,False,0.45,10.6,72.3228,75.0107,0.2,0.2,0.0,0.6
2022-08-26,10261,11971,False,0.45,10.25,70.33850000000001,72.0291,0.4,0.6,0.0,0.0
2022-08-27,10971,13033,False,0.3,9.35,72.0087,75.7514,0.4,0.2,0.0,0.4
2022-08-28,11295,13021,False,0.5,11.05,71.80810000000001,73.5998,0.4,0.2,0.0,0.4
2022-08-29,9378,10782,False,0.0,4.9,71.4091,72.693,0.4,0.6,0.0,0.0
2022-08-30,9732,11228,False,0.0,4.3,73.02890000000001,74.76650000000001,0.8,0.0,0.0,0.2
2022-08-31,9631,10906,False,0.0,4.5,72.32520000000001,74.1015,0.4,0.4,0.0,0.2
2022-09-01,9577,11246,False,0.55,12.55,67.2933,67.3494,0.2,0.4,0.2,0.2
2022-09-02,9962,11928,False,0.35,8.4,71.58539999999999,72.8907,0.0,0.0,0.2,0.8
2022-09-03,10090,11810,False,0.25,8.05,70.4201,73.33800000000001,0.0,0.2,0.2,0.6
2022-09-04,9907,12040,False,0.45,10.7,69.6983,70.7124,0.6,0.0,0.2,0.2
2022-09-05,9434,10762,False,0.3,9.15,68.9151,68.3212,0.2,0.0,0.6,0.2
2022-09-06,9725,11273,False,0.4,9.95,68.6546,70.98479999999999,0.0,0.0,0.4,0.6
2022-09-07,8756,10577,False,0.25,8.65,68.8815,70.5282,0.2,0.2,0.2,0.4
2022-09-08,9002,10650,False,0.4,10.15,67.3013,69.5403,0.4,0.0,0.4,0.2
2022-09-09,9624,10980,False,0.5,11.8,66.5783,68.0123,0.6,0.0,0.2,0.2
2022-09-10,8596,9945,False,0.15,6.9,68.0806,70.8197,0.0,0.2,0.4,0.4
2022-09-11,9813,11279,False,0.4,9.65,69.8388,72.31649999999999,0.8,0.0,0.0,0.2
2022-09-12,8536,9804,False,0.15,6.15,68.5605,69.6157,0.2,0.2,0.6,0.0
2022-09-13,9033,10275,False,0.25,7.9,68.7531,68.8265,0.0,0.6,0.2,0.2
2022-09-14,8821,10313,False,0.45,11.1,66.7814,68.3658,0.2,0.6,0.2,0.0
2022-09-15,10164,12000,False,0.4,9.45,71.7651,73.11449999999999,0.4,0.0,0.0,0.6
2022-09-16,9394,10783,False,0.4,9.95,68.9346,69.8631,0.0,0.0,0.6,0.4
2022-09-17,9744,11014,False,0.4,10.25,69.0029,71.2252,0.8,0.2,0.0,0.0
2022-09-18,9200,10849,False,0.45,11.1,66.75359999999999,69.2715,0.2,0.6,0.0,0.2
2022-09-19,9113,10898,False,0.45,10.15,68.6945,70.2032,0.0,0.2,0.2,0.6
2022-09-20,8461,9832,False,0.2,7.55,68.733,70.7336,0.0,0.4,0.0,0.6
2022-09-21,8738,9975,False,0.55,10.9,66.2812,68.8119,0.0,0.8,0.0,0.2
2022-09-22,8432,10230,False,0.45,10.0,66.6566,68.97,0.0,0.4,0.6,0.0
2022-09-23,9947,11271,False,0.25,7.75,70.4826,72.8046,0.2,0.2,0.0,0.6
2022-09-24,9352,11592,False,0.2,7.8,71.4673,72.8817,0.0,0.0,0.0,1.0
2022-09-25,8490,9804,False,0.3,9.15,66.4962,67.22359999999999,0.2,0.2,0.6,0.0
2022-09-26,10579,12493,False,0.35,10.1,69.9874,72.598,0.0,0.4,0.0,0.6
2022-09-27,9177,10739,False,0.3,8.25,68.454,70.8658,0.4,0.0,0.2,0.4
2022-09-28,8564,10042,False,0.45,10.9,65.5732,66.1684,0.2,0.8,0.0,0.0
2022-09-29,8676,10272,False,0.0,5.1,70.36269999999999,73.6376,0.4,0.4,0.0,0.2
2022-09-30,8244,9588,False,0.0,5.05,68.1788,70.1695,0.4,0.6,0.0,0.0
2022-10-01,8277,9611,False,0.25,7.4,66.8567,68.8126,0.0,0.6,0.4,0.0
2022-10-02,9981,11151,False,0.35,8.75,69.3813,72.3744,0.0,0.4,0.0,0.6
2022-10-03,8834,10409,False,0.2,7.7,68.7967,69.88770000000001,0.0,0.0,0.8,0.2
2022-10-04,8915,10527,False,0.2,7.25,69.2007,70.3225,0.2,0.4,0.2,0.2
